Juan	82.11111111111111
Pedro	78.44444444444444
Manuel	79.55555555555556
Tamara	77.55555555555556
Fernando	86.55555555555556
Fátima	71.44444444444444
Gumercindo	73.33333333333333
Sonia	73.44444444444444
Magdalena	78.66666666666667
Sara	79.44444444444444
Ricardo	71.0
Karla	84.22222222222223
Yadira	79.22222222222223
Teresa	79.77777777777777
Pancracio	76.66666666666667
Uriel	77.66666666666667
Agustín	67.88888888888889
Eduardo	77.77777777777777
Amanda	80.22222222222223
Berenice	77.66666666666667
Fabiola	71.66666666666667
Pamela	81.22222222222223
Wendy	88.33333333333333
Zacarías	80.88888888888889
Manolo	70.88888888888889
René	74.55555555555556
Paulina	70.11111111111111
Andrea	73.77777777777777
Javier	79.55555555555556
Enia	76.55555555555556
Patricia	76.0
Rómulo	82.66666666666667
Francisco	78.77777777777777
Jesús	78.44444444444444
Sharon	87.22222222222223
Fernanda	70.55555555555556
Iliana	69.66666666666667
Miriam	69.44444444444444
Gerardo	70.11111111111111
Mónica	72.11111111111111
Luis	76.22222222222223
Juan Antonio	64.44444444444444
Bernardo	67.66666666666667
